Company,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Location,site,State,Country
Roscosmos,20/12/2002,,Dnepr,Rubin 2 & Others,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
SpaceX,24/12/2002,12:20:00,Molniya-M /Block 2BL,Cosmos 2393,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
ULA,29/12/2002,16:40:00,Long March 2F,Shenzhou 4,Retired,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
CASC,28/03/2003,01:27:00,H-IIA 2024,"IGS-Optical 1, IGS-Radar 1",Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
CASC,02/04/2003,01:53:00,Molniya-M /Block ML,Molniya-1T n†­172,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
SpaceX,08/05/2003,11:28:00,GSLV Mk I,GSAT-2,Retired,47,Success,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,09/05/2003,04:29:00,Mu-V / M-25,Hayabusa,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
ULA,24/05/2003,16:34:00,Long March 3A,Beidou-1C,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
Arianespace,02/06/2003,17:45:00,Soyuz FG/Fregat,Mars Express,Retired,,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
CASC,04/06/2003,19:23:00,Cosmos-3M (11K65M),Cosmos 2398,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
SpaceX,10/06/2003,13:55:00,Zenit-3 SL,Thuraya-2,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
ISRO,19/06/2003,20:00:00,Molniya-M /Block ML,Molniya-3 n†­173,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
ULA,30/06/2003,14:15:00,Rokot/Briz KM,Monitor-E GVM & Others,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
IAI,08/08/2003,,Zenit-3 SL,EchoStar 9,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
CASC,19/08/2003,10:50:00,Cosmos-3M (11K65M),Cosmos 2400 and 2401,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Arianespace,16/09/2003,,Kaituozhe 1,PS 2,Retired,,Failure,Taiyuan Satellite Launch Center,,, China
ISRO,27/09/2003,06:11:00,Cosmos-3M (11K65M),STSAT 1 & Others,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Arianespace,01/10/2003,04:02:00,Zenit-3 SL,Galaxy-13,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Blue Origin,15/10/2003,01:00:00,Long March 2F,Shenzhou 5,Retired,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
CASC,17/10/2003,04:52:00,PSLV-G,RESOURCESAT-1 (IRS-P6),Retired,25,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Northrop,21/10/2003,03:16:00,Long March 4B,CBERS-2 & Chuangxin 1(01),Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
Roscosmos,30/10/2003,13:43:00,Rokot/Briz KM,SERVIS-1,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
MHI,03/11/2003,07:20:00,Long March 2D,FSW-3 No.1,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,14/11/2003,16:01:00,Long March 3A,Chinasat-20,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
CASC,29/11/2003,04:33:00,H-IIA 2024,"IGS-Optical (2), IGS-Radar (2)",Retired,,Failure,LA-Y1, Tanegashima Space Center,, Japan
ULA,05/12/2003,06:00:00,Strela,Gruzomaket,Retired,,Success,Site 175/59, Baikonur Cosmodrome,, Kazakhstan
CASC,29/12/2003,19:06:00,Long March 2C,Double Star 1,Active,30.8,Success,LC-3, Xichang Satellite Launch Center,, China
Arianespace,11/01/2004,04:12:00,Zenit-3 SL,Telstar 14,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Roscosmos,18/02/2004,07:06:00,Molniya-M /Block ML,Cosmos 2405 (Molniya-1T n†­174),Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
ULA,18/04/2004,15:59:00,Long March 2C,Shiyan-1 & Nano Satellite 1,Active,30.8,Success,LC-3, Xichang Satellite Launch Center,, China
CASC,04/05/2004,12:41:00,Zenit-3 SL,DirecTV-7S,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Roscosmos,28/05/2004,06:00:00,Tsyklon-2,Cosmos 2405,Retired,,Success,Site 90/20, Baikonur Cosmodrome,, Kazakhstan
Arianespace,10/06/2004,01:28:00,Zenit-2,Cosmos 2406,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
ISRO,29/06/2004,03:58:00,Zenit-3 SL,Telstar 18,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
ULA,29/06/2004,06:30:00,Dnepr,DEMETER & Others,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
MHI,22/07/2004,17:46:00,Cosmos-3M (11K65M),Cosmos 2407,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
CASC,25/07/2004,07:05:00,Long March 2C,Double Star 2,Active,30.8,Success,LC-7, Taiyuan Satellite Launch Center,, China
Northrop,29/08/2004,07:50:00,Long March 2C,FSW-4 No.1,Active,30.8,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
ULA,06/09/2004,,Shavit-1,Ofek-6,Retired,,Failure,Pad 1, Palmachim Airbase,, Israel
JAXA,08/09/2004,23:14:00,Long March 4B,Shijian-6A & 6B,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
CASC,20/09/2004,10:31:00,GSLV Mk I,GSAT-3,Retired,47,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Arianespace,23/09/2004,15:07:00,Cosmos-3M (11K65M),Cosmos 2408 and 2409,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
CASC,27/09/2004,08:00:00,Long March 2D,FSW-3 No.2,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,19/10/2004,01:20:00,Long March 3A,Fengyun-2C,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
ExPace,06/11/2004,03:10:00,Long March 4B,Ziyuan ll-03,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
SpaceX,08/11/2004,18:29:00,Soyuz 2.1a,Demo Flight,Active,17.42,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
JAXA,18/11/2004,10:45:00,Long March 2C,Shiyan-2,Active,30.8,Success,LC-3, Xichang Satellite Launch Center,, China
ULA,24/12/2004,12:00:00,Tsyklon-3,Sich 1M & Micron 1,Retired,,Partial Failure,Site 32/2, Plesetsk Cosmodrome,, Russia
MHI,20/01/2005,03:00:00,Cosmos-3M (11K65M),Cosmos 2414 & Universitietski,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Arianespace,26/02/2005,09:25:00,H-IIA 2022,Himawari 6,Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
Arianespace,01/03/2005,03:50:00,Zenit-3 SL,XM-3,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
ISRO,12/04/2005,12:00:00,Long March 3B,Apstar 6,Retired,,Success,LC-2, Xichang Satellite Launch Center,, China
SpaceX,26/04/2005,07:31:00,Zenit-3 SL,Spaceway-1,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Roscosmos,05/05/2005,04:45:00,PSLV-G,Cartosat-1 & HAMSAT,Retired,25,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
ULA,21/06/2005,00:48:00,Molniya-M /Block ML,Molniya-3K n†­175,Retired,,Failure,Site 16/2, Plesetsk Cosmodrome,, Russia
CASIC,21/06/2005,19:46:00,Volna,Cosmos 1,Retired,,Failure,K-496 Submarine, Barents Sea Launch Area,, Barents Sea
Arianespace,23/06/2005,14:02:00,Zenit-3 SL,Intelsat-Americas 8,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
SpaceX,05/07/2005,22:40:00,Long March 2D,Shijian-7,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
MHI,10/07/2005,03:30:00,Mu-V / M-25,Suzaku,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
ULA,02/08/2005,07:30:00,Long March 2C,FSW-4 No. 2,Active,30.8,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
SpaceX,23/08/2005,21:09:00,Dnepr,Kirari and Reimei,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
CASC,26/08/2005,18:34:00,Rokot/Briz KM,Monitor-E,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
ULA,29/08/2005,08:45:00,Long March 2D,FSW-3 No. 3,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
Roscosmos,08/10/2005,15:02:00,Rokot/Briz KM,CryoSat-1,Retired,41.8,Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
CASC,16/10/2005,20:32:00,Long March 2F,Shenzhou 6,Retired,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
SpaceX,27/10/2005,06:52:00,Cosmos-3M (11K65M),TopSat 1 & Others,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Arianespace,08/11/2005,14:06:00,Zenit-3 SL,Inmarsat 4F-2,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
ISRO,21/12/2005,19:34:00,Cosmos-3M (11K65M),Cosmos 2416,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
SpaceX,24/01/2006,01:33:00,H-IIA 2022,Daichi,Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
Arianespace,15/02/2006,22:34:00,Zenit-3 SL,EchoStar-X,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Rocket Lab,18/02/2006,06:27:00,H-IIA 2024,Himawari 7,Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
VKS RF,21/02/2006,21:28:00,Mu-V / M-25,"SSSat 1, CUTE 1.7 & Akari",Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
MHI,12/04/2006,23:29:00,Zenit-3 SL,JCSat-9,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Arianespace,25/04/2006,16:47:00,Start-1,EROS B,Active,,Success,Svobodny Cosmodrome,,, Russia
SpaceX,26/04/2006,22:48:00,Long March 4C,Yaogan 1,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
ISRO,26/05/2006,18:50:00,Shtil',Kompass-2,Retired,,Success,K-84 Submarine, Barents Sea Launch Area,, Barents Sea
ILS,18/06/2006,07:49:00,Zenit-3 SL,Galaxy 16,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Roscosmos,25/06/2006,04:00:00,Tsyklon-2,Cosmos 2421,Retired,,Success,Site 90/20, Baikonur Cosmodrome,, Kazakhstan
CASC,10/07/2006,12:08:00,GSLV Mk I,INSAT-4C,Retired,47,Failure,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,12/07/2006,14:53:00,Dnepr,Genesis 1,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
ISRO,21/07/2006,04:20:00,Molniya-M /Block 2BL,Cosmos 2422,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
VKS RF,26/07/2006,19:43:00,Dnepr,BelKa 1 & Others,Retired,29,Failure,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
SpaceX,28/07/2006,07:05:00,Rokot/Briz KM,KompSat-2,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
SpaceX,22/08/2006,03:26:00,Zenit-3 SL,Koreasat 5,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Arianespace,09/09/2006,07:00:00,Long March 2C,Shijian-8,Active,30.8,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,11/09/2006,04:35:00,H-IIA 202,IGS-Optical 2,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,12/09/2006,16:02:00,Long March 3A,Chinasat-22A,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
Roscosmos,22/09/2006,21:36:00,Mu-V / M-25,"SSSat 2, Hinode & Camatai",Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
ISA,23/10/2006,23:34:00,Long March 4B,Shijian-6C & 6D,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
Roscosmos,28/10/2006,16:20:00,Long March 3B,SinoSat 2,Retired,,Success,LC-2, Xichang Satellite Launch Center,, China
Arianespace,30/10/2006,23:48:00,Zenit-3 SL,XM-4,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Roscosmos,08/12/2006,00:53:00,Long March 3A,Fengyun-2D,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
SpaceX,18/12/2006,06:32:00,H-IIA 204,Kiku 8,Active,,Success,LA-Y1, Tanegashima Space Center,, Japan
VKS RF,19/12/2006,14:00:00,Cosmos-3M (11K65M),SAR-Lupe 1,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
ULA,10/01/2007,03:54:00,PSLV-G,Cartosat-2 & SRE-1 & Rideshares,Retired,25,Success,First Launch Pad, Satish Dhawan Space Centre,, India
MHI,30/01/2007,23:21:00,Zenit-3 SL,NSS-8,Retired,,Failure,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
VKS RF,02/02/2007,16:28:00,Long March 3A,Beidou-1D,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
SpaceX,24/02/2007,04:41:00,H-IIA 2024,"IGS-Optical 3V, IGS-Radar 2",Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
Northrop,11/04/2007,03:27:00,Long March 2C,Haiyang-1B,Active,30.8,Success,LC-7, Taiyuan Satellite Launch Center,, China
ISRO,13/04/2007,20:11:00,Long March 3A,Compass-M1,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
SpaceX,17/04/2007,06:46:00,Dnepr,EgyptSat 1 & Others,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
ILS,23/04/2007,10:00:00,PSLV-CA,AGILE & AAM,Active,21,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
ULA,13/05/2007,16:01:00,Long March 3B/E,NIGCOMSAT-1,Active,29.15,Success,LC-2, Xichang Satellite Launch Center,, China
VKS RF,25/05/2007,07:12:00,Long March 2D,Yaogan 2 & ZDPS-1,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,31/05/2007,16:08:00,Long March 3A,SinoSat 3,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
Arianespace,10/06/2007,,Shavit-2,Ofek-7,Active,,Success,Pad 1, Palmachim Airbase,, Israel
CASC,15/06/2007,02:14:00,Dnepr,TerraSAR-X,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
SpaceX,28/06/2007,15:02:00,Dnepr,Genesis 2,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
MHI,29/06/2007,10:00:00,Zenit-2,Cosmos 2428,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
SpaceX,02/07/2007,19:38:00,Cosmos-3M (11K65M),SAR-Lupe 2,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Eurockot,05/07/2007,20:08:00,Long March 3B,Chinasat-6B,Retired,,Success,LC-2, Xichang Satellite Launch Center,, China
Roscosmos,02/09/2007,12:51:00,GSLV Mk I,INSAT-4CR,Retired,47,Partial Failure,Second Launch Pad, Satish Dhawan Space Centre,, India
ULA,11/09/2007,13:05:00,Cosmos-3M (11K65M),Cosmos 2429,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
SpaceX,14/09/2007,01:31:00,H-IIA 2022,SELENE,Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
Northrop,19/09/2007,03:26:00,Long March 4B,CBERS-2B,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
CASC,23/10/2007,04:39:00,Molniya-M /Block 2BL,Cosmos 2430,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
Arianespace,24/10/2007,10:05:00,Long March 3B,Chang'e 1,Retired,,Success,LC-3, Xichang Satellite Launch Center,, China
Northrop,01/11/2007,00:51:00,Cosmos-3M (11K65M),SAR-Lupe 3,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
CASC,11/11/2007,22:48:00,Long March 4C,Yaogan 3,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
ULA,15/01/2008,11:48:00,Zenit-3 SL,Thuraya-3,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
CASC,21/01/2008,03:45:00,PSLV-CA,TecSAR,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,23/02/2008,08:55:00,H-IIA 202,Kizuna,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
Roscosmos,19/03/2008,22:47:00,Zenit-3 SL,DirecTV-11,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
VKS RF,27/03/2008,17:16:00,Cosmos-3M (11K65M),SAR-Lupe 4,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
CASC,25/04/2008,15:35:00,Long March 3C,Tianlian I-01,Retired,20.14,Success,LC-2, Xichang Satellite Launch Center,, China
CASC,28/04/2008,03:53:00,PSLV-CA,Cartosat-2A & Rideshares,Active,21,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
Arianespace,28/04/2008,05:00:00,Zenit-3 SLB,AMOS 3,Retired,,Partial Failure,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
SpaceX,21/05/2008,09:42:00,Zenit-3 SL,Galaxy 18,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Roscosmos,23/05/2008,15:20:00,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Blue Origin,27/05/2008,03:02:00,Long March 4C,Fengyun-3A,Active,64.68,Success,LC-7, Taiyuan Satellite Launch Center,, China
MHI,09/06/2008,12:15:00,Long March 3B,ChinaSat 9,Retired,,Success,LC-2, Xichang Satellite Launch Center,, China
SpaceX,19/06/2008,06:36:00,Cosmos-3M (11K65M),Orbcomm Satellites,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
CASC,16/07/2008,05:20:00,Zenit-3 SL,EchoStar XI,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
CASC,22/07/2008,02:40:00,Cosmos-3M (11K65M),SAR-Lupe 5,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
Land Launch,17/08/2008,,Safir-1,Unknown Payload,Retired,,Failure,Imam Khomeini Spaceport, Semnan Space Center,, Iran
SpaceX,29/08/2008,07:15:00,Dnepr,RapidEye 1 to 5,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
CASC,06/09/2008,03:25:00,Long March 2C/SMA,Huanjing-1A & 1B,Active,,Success,LC-7, Taiyuan Satellite Launch Center,, China
CASC,24/09/2008,09:27:00,Zenit-3 SL,Galaxy 19,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
ISRO,28/09/2008,13:10:00,Long March 2F/G,Shenzhou 7,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
ULA,01/10/2008,06:37:00,Dnepr,THEOS 1,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
CASC,22/10/2008,00:52:00,PSLV-XL,Chandrayaan-1,Active,31,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
JAXA,25/10/2008,01:15:00,Long March 4B,Shijian-6E & F,Active,64.68,Success,LC-9, Taiyuan Satellite Launch Center,, China
CASC,29/10/2008,16:53:00,Long March 3B/E,VENESAT 1,Active,29.15,Success,LC-2, Xichang Satellite Launch Center,, China
ULA,05/11/2008,00:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
Rocket Lab,05/11/2008,00:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,02/12/2008,04:59:00,Molniya-M /Block 2BL,Cosmos 2446,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
Arianespace,23/01/2009,03:54:00,H-IIA 202,"Ibuki, Maido 1 & Others",Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,30/01/2009,13:30:00,Tsyklon-3,Koronas Foton,Retired,,Success,Site 32/2, Plesetsk Cosmodrome,, Russia
Roscosmos,02/02/2009,,Safir-1,Omid,Retired,,Success,Imam Khomeini Spaceport, Semnan Space Center,, Iran
CASC,26/02/2009,08:30:00,Zenit-3 SLB,Telstar-11N,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
JAXA,17/03/2009,14:21:00,Rokot/Briz KM,GOCE,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
SpaceX,05/04/2009,02:20:00,Unha-2,Kwangmyngsng-2,Retired,,Failure,Pad 1, Tonghae Satellite Launching Ground,, North Korea
CASC,20/04/2009,01:15:00,PSLV-CA,RISAT-2 & ANUSAT,Active,21,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
Roscosmos,20/04/2009,08:15:00,Zenit-3 SL,Sicral-1B,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
SpaceX,21/06/2009,21:50:00,Zenit-3 SLB,MEASAT 3a,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
MHI,06/07/2009,01:26:00,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
ULA,21/07/2009,03:57:00,Cosmos-3M (11K65M),Cosmos 2454,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
SpaceX,29/07/2009,18:46:00,Dnepr,DubaiSat 1 & Others,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
Arianespace,25/08/2009,08:00:00,Naro-1,STSAT-2A,Retired,,Failure,LC-1, Naro Space Center,, South Korea
CASC,10/09/2009,17:01:00,H-IIB,HTV-1,Retired,112.5,Success,LA-Y2, Tanegashima Space Center,, Japan
Roscosmos,23/09/2009,06:21:00,PSLV-CA,Oceansat-2 & Rideshares,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ISRO,02/11/2009,01:50:00,Rokot/Briz KM,SMOS and Proba-2,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Roscosmos,28/11/2009,01:21:00,H-IIA 202,IGS-Optical 3,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
CASC,30/11/2009,21:00:00,Zenit-3 SLB,Intelsat 15,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
SpaceX,03/02/2010,03:45:00,Soyuz U,Soyuz-U,Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
CASC,02/04/2010,04:04:00,Soyuz FG,Soyuz TMA-18,Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
SpaceX,08/04/2010,13:57:00,Dnepr,CryoSat-2,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
Arianespace,15/04/2010,10:57:00,GSLV Mk II,GSAT-4,Active,47,Failure,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,27/04/2010,01:05:00,Cosmos-3M (11K65M),Cosmos 2463,Retired,,Success,Site 132/1, Plesetsk Cosmodrome,, Russia
ISRO,28/04/2010,17:15:00,Soyuz U,Progress M-05M,Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
ULA,10/05/2010,21:58:00,H-IIA 202,"Akatsuki, IKAROS & Others",Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
VKS RF,02/06/2010,01:59:00,Rokot/Briz KM,SERVIS-2,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
SpaceX,10/06/2010,08:01:00,Naro-1,STSAT-2B,Retired,,Failure,LC-1, Naro Space Center,, South Korea
Eurockot,15/06/2010,14:42:00,Dnepr,Picard & Others,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
CASC,21/06/2010,02:14:00,Dnepr,TanDEM-X,Retired,29,Success,Site 109/95, Baikonur Cosmodrome,, Kazakhstan
Blue Origin,22/06/2010,,Shavit-2,Ofek-9,Active,,Success,Pad 1, Palmachim Airbase,, Israel
CASC,12/07/2010,03:52:00,PSLV-CA,Cartosat-2B & Rideshares,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ULA,08/09/2010,03:30:00,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
CASC,30/09/2010,17:01:00,Molniya-M /Block 2BL,Cosmos 2469,Retired,,Success,Site 16/2, Plesetsk Cosmodrome,, Russia
SpaceX,25/12/2010,10:34:00,GSLV Mk I,GSAT-5P,Retired,47,Failure,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,20/01/2011,12:29:00,Zenit-3 SLBF,Elektro-L n†­1,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
Northrop,22/01/2011,05:37:00,H-IIB,HTV-2,Retired,112.5,Success,LA-Y2, Tanegashima Space Center,, Japan
SpaceX,01/02/2011,14:00:00,Rokot/Briz KM,Cosmos 2470,Retired,41.8,Partial Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
CASC,20/04/2011,04:42:00,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,Retired,25,Success,First Launch Pad, Satish Dhawan Space Centre,, India
SpaceX,15/06/2011,,Safir-1A,Rasad 1,Retired,,Success,Imam Khomeini Spaceport, Semnan Space Center,, Iran
CASC,15/07/2011,11:18:00,PSLV-XL,GSAT-12,Active,31,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
Roscosmos,18/07/2011,02:31:00,Zenit-3 SLBF,Spektr-R,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
MHI,17/08/2011,07:12:00,Dnepr,Sich 2 & Others,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
VKS RF,11/09/2011,11:17:00,H-IIA 202,Michibiki 1,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
CASC,23/09/2011,04:36:00,H-IIA 202,IGS-Optical 4,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,24/09/2011,20:17:00,Zenit-3 SL,Atlantic Bird 7,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
CASC,29/09/2011,21:16:00,Long March 2F/T,Tiangong-1,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
CASC,05/10/2011,21:00:00,Zenit-3 SLB,Intelsat 18,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
